respondent_id,survey_year,region,province,sex,age,civil_status,education_level,years_of_schooling,employment_status,occupation_type,monthly_income_php,household_size,num_children,housing_type,water_source,toilet_facility,electricity_source,internet_access,health_insurance,food_insecurity_score,bmi,mental_health_score,dist_to_health_facility_km,received_gov_aid,gov_aid_amount_php
PH-002899,2019,Region V,Region V Province,Male,36,Live-in,College,18,Employed,Manufacturing,30686.0,2,3,Owned - Concrete,Communal Faucet,Shared Toilet,Meralco/Electric Coop,Broadband,PhilHealth + HMO,1,22.1,6.0,3.1,0,0
PH-002900,2023,CAR,CAR Province,Female,28,Widowed,Postgraduate,19,Employed,Transport/Logistics,74805.0,3,5,Owned - Light Materials,Deep Well,Water-sealed/Flush,None,None,PhilHealth Only,3,24.9,10.0,29.7,1,1000
PH-002901,2021,Region I,Ilocos Norte,Female,23,Separated/Annulled,Vocational/Tech,12,Unemployed,None/Informal,,2,0,Rented,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Broadband,None,4,17.3,10.0,10.1,0,0
PH-002902,2018,Region V,Region V Province,Male,36,Single,Vocational/Tech,11,Employed,Agriculture/Fishing,20422.0,3,3,Rented,Piped/NAWASA,Shared Toilet,Generator,Broadband,None,2,32.3,17.0,5.8,1,1000
PH-002903,2019,Region IV-A,Quezon,Male,34,Single,College,15,Employed,Government,45179.0,6,0,Owned - Light Materials,Piped/NAWASA,Pit Latrine,None,None,PhilHealth Only,2,18.9,10.0,7.0,1,1000
PH-002904,2019,Region III,Region III Province,Female,18,Married,High School,12,Employed,Government,18525.0,2,0,Rented,Piped/NAWASA,None,Meralco/Electric Coop,Mobile Data Only,PhilHealth + HMO,3,21.4,6.0,0.1,0,0
PH-002905,2020,Region IV-A,Cavite,Female,37,Single,High School,10,Unemployed,None/Informal,0.0,4,1,Rented,Bottled/Delivered,Pit Latrine,Meralco/Electric Coop,None,None,3,25.3,5.0,0.6,0,0
PH-002906,2021,CAR,CAR Province,Male,56,Widowed,Elementary,6,Employed,Construction,16647.0,4,3,Owned - Concrete,Piped/NAWASA,Pit Latrine,Solar,None,PhilHealth + HMO,5,19.3,11.0,7.0,0,0
PH-002907,2020,Region VI,Region VI Province,Male,28,Married,College,16,Retired,Retail/Trade,7419.0,2,2,Shared/Rent-free,Shallow Well,None,Solar,Mobile Data Only,PhilHealth Only,2,28.5,11.0,6.3,0,0
PH-002908,2019,Region IV-B,Region IV-B Province,Female,29,Married,College,16,Underemployed,Education,11118.0,5,0,Informal Settler,Piped/NAWASA,None,None,Mobile Data Only,None,2,20.9,,1.3,1,1000
PH-002909,2020,Region I,Pangasinan,Male,51,Live-in,High School,12,Student,None/Informal,0.0,3,3,Rented,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,5,19.1,,12.7,0,0
PH-002910,2022,Region VIII,Region VIII Province,Female,56,Separated/Annulled,College,16,Employed,Agriculture/Fishing,,5,1,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,None,None,4,21.5,0.0,1.0,1,1000
PH-002911,2020,Region X,Region X Province,Female,35,Live-in,High School,11,Employed,Government,12349.0,4,0,Rented,Piped/NAWASA,Water-sealed/Flush,None,None,PhilHealth Only,2,28.1,10.0,5.0,0,0
PH-002912,2018,Region IX,Region IX Province,Male,45,Married,Vocational/Tech,14,Self-Employed,None/Informal,32479.0,7,1,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,2,,5.0,7.9,0,0
PH-002913,2018,Region VI,Region VI Province,Female,50,Single,Postgraduate,18,Unemployed,None/Informal,0.0,6,0,Rented,Piped/NAWASA,None,Meralco/Electric Coop,None,PhilHealth Only,5,16.8,12.0,3.9,1,3000
PH-002914,2019,BARMM,Basilan,Female,43,Widowed,College,17,Retired,Government,5808.0,6,0,Rented,Deep Well,Water-sealed/Flush,None,Both,None,3,20.3,,12.7,0,0
PH-002915,2020,NCR,Metro Manila,Female,56,Separated/Annulled,High School,12,Employed,Healthcare,,4,3,Owned - Concrete,Piped/NAWASA,Shared Toilet,Solar,Mobile Data Only,PhilHealth Only,4,26.6,,1.4,0,0
PH-002916,2020,Region VIII,Region VIII Province,Male,41,Separated/Annulled,Vocational/Tech,11,Employed,Government,17204.0,4,2,Rented,Piped/NAWASA,None,Meralco/Electric Coop,None,None,3,20.0,11.0,10.7,1,500
PH-002917,2018,Region I,Pangasinan,Female,48,Single,Postgraduate,18,Unemployed,None/Informal,0.0,7,2,Owned - Light Materials,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,None,HMO Only,4,28.7,15.0,0.9,1,1500
PH-002918,2022,Region IV-B,Region IV-B Province,Female,19,Married,Vocational/Tech,13,Unemployed,None/Informal,,7,1,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,3,19.2,5.0,0.8,0,0
PH-002919,2022,Region VIII,Region VIII Province,Female,60,Live-in,College,16,Student,None/Informal,0.0,4,2,Owned - Concrete,Piped/NAWASA,Shared Toilet,Solar,Broadband,PhilHealth Only,4,28.5,12.0,8.2,0,0
PH-002920,2022,BARMM,Basilan,Male,27,Live-in,High School,11,Student,None/Informal,0.0,4,3,Owned - Concrete,Deep Well,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,,9.0,17.5,0,0
PH-002921,2020,CARAGA,CARAGA Province,Female,15,Widowed,Elementary,8,Employed,Education,37378.0,4,3,Informal Settler,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,None,None,3,31.3,17.0,21.4,0,0
PH-002922,2018,CAR,CAR Province,Male,52,Single,College,15,Employed,Government,28993.0,4,3,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Both,PhilHealth Only,3,23.2,10.0,11.8,0,0
PH-002923,2018,BARMM,Basilan,Female,24,Live-in,College,18,Student,None/Informal,0.0,7,2,Rented,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,Broadband,None,5,17.7,5.0,12.2,1,1500
PH-002924,2019,Region VIII,Region VIII Province,Female,48,Separated/Annulled,High School,12,Employed,Healthcare,30936.0,5,0,Owned - Concrete,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,Both,PhilHealth Only,1,25.9,,3.4,1,1500
PH-002925,2018,Region IV-B,Region IV-B Province,Male,41,Live-in,High School,9,Unemployed,None/Informal,,3,4,Owned - Concrete,Deep Well,Pit Latrine,Meralco/Electric Coop,Broadband,None,5,17.9,3.0,1.9,1,2000
PH-002926,2020,Region VII,Siquijor,Female,25,Single,College,15,Retired,Retail/Trade,13447.0,4,2,Shared/Rent-free,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,Both,PhilHealth Only,1,27.9,,5.0,0,0
PH-002927,2018,Region IV-B,Region IV-B Province,Male,33,Married,High School,10,Employed,Government,11351.0,2,3,Owned - Light Materials,Bottled/Delivered,None,Meralco/Electric Coop,None,PhilHealth + HMO,3,28.9,9.0,5.4,0,0
PH-002928,2021,NCR,Metro Manila,Female,15,Married,No Formal Education,2,Employed,Agriculture/Fishing,20697.0,4,5,Owned - Light Materials,Communal Faucet,Water-sealed/Flush,None,Broadband,PhilHealth Only,3,31.0,14.0,0.6,0,0
PH-002929,2020,Region IV-B,Region IV-B Province,Female,36,Single,College,16,Employed,None/Informal,,3,1,Informal Settler,Bottled/Delivered,Shared Toilet,Meralco/Electric Coop,None,PhilHealth + HMO,3,31.2,,8.6,1,3000
PH-002930,2023,NCR,Metro Manila,Female,23,Separated/Annulled,Vocational/Tech,13,Employed,Education,10686.0,6,3,Shared/Rent-free,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,Broadband,None,4,27.9,18.0,1.6,1,1000
PH-002931,2023,Region VII,Siquijor,Male,33,Married,Elementary,6,Underemployed,Retail/Trade,15858.0,7,0,Shared/Rent-free,Bottled/Delivered,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth + HMO,2,23.2,0.0,5.4,0,0
PH-002932,2021,Region IX,Region IX Province,Male,15,Single,College,16,Unemployed,None/Informal,0.0,4,3,Shared/Rent-free,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Broadband,None,3,31.5,,8.6,1,2000
PH-002933,2021,CARAGA,CARAGA Province,Male,43,Live-in,Postgraduate,17,Employed,Retail/Trade,8693.0,9,2,Informal Settler,Deep Well,Shared Toilet,Generator,None,None,2,18.6,10.0,11.1,1,2000
PH-002934,2021,Region X,Region X Province,Female,36,Married,College,18,Unemployed,None/Informal,-999.0,4,3,Owned - Light Materials,Deep Well,Shared Toilet,None,None,PhilHealth Only,3,16.4,11.0,2.1,1,1000
PH-002935,2019,Region IV-A,Batangas,Male,39,Widowed,High School,10,Self-Employed,Construction,13526.0,5,4,Shared/Rent-free,Deep Well,Pit Latrine,None,None,PhilHealth Only,2,29.0,5.0,10.3,1,1000
PH-002936,2018,CARAGA,CARAGA Province,Female,30,Widowed,Vocational/Tech,13,Unemployed,None/Informal,,3,3,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,None,Mobile Data Only,PhilHealth Only,3,21.0,5.0,11.7,1,2000
PH-002937,2019,Region IV-B,Region IV-B Province,Female,51,Widowed,High School,10,Unemployed,None/Informal,,1,2,Shared/Rent-free,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth + HMO,4,25.3,,4.8,1,1500
PH-002938,2019,Region II,Region II Province,Female,32,Married,College,18,Employed,IT/Tech,34731.0,4,1,Rented,Bottled/Delivered,Water-sealed/Flush,Meralco/Electric Coop,None,None,3,21.8,4.0,3.4,0,0
PH-002939,2022,Region VI,Region VI Province,Male,51,Married,College,17,Student,None/Informal,0.0,1,2,Owned - Concrete,Shallow Well,Water-sealed/Flush,Solar,None,PhilHealth Only,4,,9.0,6.4,0,0
PH-002940,2019,Region V,Region V Province,Female,42,Widowed,High School,10,Self-Employed,Construction,4958.0,7,0,Owned - Concrete,Deep Well,Shared Toilet,Meralco/Electric Coop,Both,PhilHealth Only,4,27.6,3.0,7.0,0,0
PH-002941,2021,Region III,Region III Province,Male,30,Single,Vocational/Tech,11,Student,None/Informal,0.0,1,3,Rented,River/Rain,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,3,20.9,8.0,5.8,0,0
PH-002942,2020,Region XI,Davao del Sur,Female,34,Married,College,18,Self-Employed,Government,33821.0,2,0,Owned - Light Materials,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,None,2,32.5,10.0,8.3,1,1000
PH-002943,2022,Region VIII,Region VIII Province,Female,35,Live-in,Elementary,7,Employed,None/Informal,18211.0,4,1,Shared/Rent-free,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,3,30.3,9.0,8.6,0,0
PH-002944,2018,Region III,Region III Province,Female,23,Single,Vocational/Tech,12,Unemployed,None/Informal,,4,1,Shared/Rent-free,Deep Well,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,PhilHealth + HMO,4,23.0,11.0,2.2,1,500
PH-002945,2020,Region IV-B,Region IV-B Province,Female,35,Live-in,Elementary,6,Employed,Retail/Trade,-999.0,1,5,Owned - Concrete,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,None,PhilHealth Only,2,,10.0,5.1,0,0
PH-002946,2022,Region XII,Region XII Province,Male,34,Separated/Annulled,College,16,Unemployed,None/Informal,,6,3,Owned - Light Materials,Shallow Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,4,26.4,7.0,10.3,1,1000
PH-002947,2018,Region XII,Region XII Province,Male,17,Married,Vocational/Tech,11,Unemployed,None/Informal,0.0,5,2,Informal Settler,Communal Faucet,Shared Toilet,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,4,21.0,0.0,5.5,1,500
PH-002948,2021,Region IV-A,Batangas,Female,38,Live-in,College,15,Student,None/Informal,0.0,7,0,Owned - Concrete,Bottled/Delivered,Water-sealed/Flush,Meralco/Electric Coop,Both,PhilHealth + HMO,5,34.4,,1.1,1,1000
PH-002949,2021,Region IV-B,Region IV-B Province,Male,30,Live-in,College,15,Retired,Healthcare,9952.0,5,1,Shared/Rent-free,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,None,HMO Only,4,19.8,3.0,8.3,1,1500
PH-002950,2022,Region X,Region X Province,Male,15,Widowed,High School,11,Unemployed,None/Informal,0.0,4,6,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,None,Mobile Data Only,PhilHealth Only,3,19.8,7.0,4.8,1,500
PH-002951,2021,Region IX,Region IX Province,Female,36,Separated/Annulled,College,18,Unemployed,None/Informal,,5,0,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,None,None,PhilHealth Only,5,25.5,12.0,3.1,1,3000
PH-002952,2022,NCR,Metro Manila,Female,50,Separated/Annulled,College,16,Unemployed,None/Informal,,4,2,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,,11.0,0.8,1,2000
PH-002953,2023,CARAGA,CARAGA Province,Male,24,Single,High School,10,Underemployed,Agriculture/Fishing,9685.0,6,1,Rented,River/Rain,Water-sealed/Flush,Meralco/Electric Coop,None,PhilHealth Only,2,,0.0,1.7,1,2000
PH-002954,2019,Region IV-B,Region IV-B Province,Male,39,Single,Elementary,5,Self-Employed,Education,15643.0,6,3,Owned - Concrete,Shallow Well,Water-sealed/Flush,None,None,PhilHealth + HMO,3,32.1,7.0,6.9,0,0
PH-002955,2018,CAR,CAR Province,Male,27,Single,College,16,Self-Employed,Agriculture/Fishing,106024.0,8,2,Rented,Deep Well,Shared Toilet,Generator,None,PhilHealth Only,3,30.2,7.0,7.4,0,0
PH-002956,2021,Region V,Region V Province,Female,45,Live-in,College,17,Underemployed,Healthcare,13894.0,5,0,Owned - Light Materials,Deep Well,Shared Toilet,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,1,25.5,15.0,4.3,0,0
PH-002957,2023,Region XII,Region XII Province,Male,52,Widowed,College,15,Self-Employed,Healthcare,15956.0,2,1,Shared/Rent-free,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,HMO Only,2,,4.0,9.1,1,1000
PH-002958,2018,Region VIII,Region VIII Province,Female,58,Widowed,Elementary,7,Unemployed,None/Informal,,4,3,Rented,Shallow Well,None,Meralco/Electric Coop,Both,None,2,29.0,13.0,7.6,0,0
PH-002959,2021,Region XII,Region XII Province,Female,34,Widowed,Elementary,7,Retired,Education,3036.0,3,1,Owned - Concrete,Bottled/Delivered,Water-sealed/Flush,Meralco/Electric Coop,None,None,3,25.0,8.0,2.5,1,1000
PH-002960,2018,Region VI,Region VI Province,Male,22,Single,High School,10,Employed,Government,15846.0,6,1,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,None,Both,PhilHealth Only,2,22.6,9.0,6.4,0,0
PH-002961,2021,Region XI,Davao del Sur,Female,15,Live-in,College,16,Retired,Education,14893.0,7,0,Owned - Concrete,Communal Faucet,Water-sealed/Flush,None,Mobile Data Only,HMO Only,2,22.6,6.0,5.7,1,1000
PH-002962,2021,Region IV-B,Region IV-B Province,Male,15,Widowed,College,15,Employed,Healthcare,12447.0,7,0,Owned - Light Materials,Communal Faucet,Water-sealed/Flush,Meralco/Electric Coop,Both,PhilHealth Only,4,26.0,3.0,6.9,0,0
PH-002963,2018,Region II,Region II Province,Female,33,Married,Vocational/Tech,13,Employed,Healthcare,18522.0,5,2,Shared/Rent-free,Shallow Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth + HMO,3,29.4,10.0,0.9,1,2000
PH-002964,2021,Region VIII,Region VIII Province,Female,29,Married,Elementary,6,Employed,Transport/Logistics,142319.0,6,5,Owned - Concrete,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,Both,PhilHealth Only,4,25.5,11.0,4.9,1,1000
PH-002965,2023,CAR,CAR Province,Male,15,Single,No Formal Education,1,Student,None/Informal,0.0,4,3,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,26.2,12.0,5.6,0,0
PH-002966,2022,CARAGA,CARAGA Province,Male,29,Live-in,High School,12,Unemployed,None/Informal,,2,0,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Broadband,None,2,20.7,15.0,5.6,1,3000
PH-002967,2021,Region VII,Siquijor,Female,36,Married,College,17,Self-Employed,Manufacturing,18002.0,6,4,Owned - Light Materials,Shallow Well,Pit Latrine,Solar,Broadband,PhilHealth Only,3,25.8,7.0,1.4,0,0
PH-002968,2022,Region II,Region II Province,Female,58,Separated/Annulled,College,18,Employed,Education,15431.0,5,3,Rented,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,Mobile Data Only,HMO Only,2,28.9,11.0,10.2,0,0
PH-002969,2019,Region X,Region X Province,Female,29,Single,Postgraduate,17,Underemployed,Transport/Logistics,7023.0,3,2,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Broadband,HMO Only,4,22.8,0.0,6.4,0,0
PH-002970,2022,NCR,Metro Manila,Male,58,Single,College,16,Self-Employed,Government,32162.0,5,2,Owned - Concrete,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Both,PhilHealth Only,3,28.4,9.0,0.9,1,3000
PH-002971,2018,CARAGA,CARAGA Province,Male,25,Single,College,15,Student,None/Informal,0.0,4,2,Owned - Concrete,Piped/NAWASA,None,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,3,25.8,10.0,17.8,1,1500
PH-002972,2023,BARMM,Tawi-Tawi,Female,50,Single,College,17,Self-Employed,Education,25509.0,2,1,Shared/Rent-free,Bottled/Delivered,Pit Latrine,Meralco/Electric Coop,Broadband,PhilHealth Only,3,16.8,14.0,13.0,0,0
PH-002973,2020,Region V,Region V Province,Female,39,Single,College,18,Employed,None/Informal,55232.0,3,2,Owned - Concrete,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,Both,PhilHealth + HMO,2,23.7,7.0,10.0,0,0
PH-002974,2020,Region I,La Union,Male,30,Separated/Annulled,College,15,Underemployed,Manufacturing,18953.0,1,3,Shared/Rent-free,Piped/NAWASA,Water-sealed/Flush,None,None,None,4,24.9,10.0,6.2,1,1500
PH-002975,2018,Region V,Region V Province,Male,62,Single,Vocational/Tech,14,Unemployed,None/Informal,0.0,1,3,Owned - Concrete,Shallow Well,Shared Toilet,Meralco/Electric Coop,Mobile Data Only,None,3,24.4,6.0,3.7,0,0
PH-002976,2023,Region IX,Region IX Province,Female,34,Married,College,15,Employed,Transport/Logistics,12326.0,6,0,Owned - Concrete,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,None,PhilHealth Only,3,23.1,2.0,5.6,0,0
PH-002977,2023,NCR,Metro Manila,Female,16,Widowed,Vocational/Tech,11,Self-Employed,Government,24930.0,2,2,Owned - Light Materials,Piped/NAWASA,None,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,2,22.6,9.0,0.6,1,500
PH-002978,2021,Region IX,Region IX Province,Male,34,Widowed,High School,10,Employed,Healthcare,9815.0,5,4,Informal Settler,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,None,None,5,,15.0,0.3,0,0
PH-002979,2022,Region VII,Siquijor,Female,53,Live-in,Elementary,5,Underemployed,Construction,19694.0,3,3,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,2,22.6,10.0,1.8,0,0
PH-002980,2021,BARMM,Basilan,Male,47,Single,College,15,Underemployed,IT/Tech,7879.0,2,0,Shared/Rent-free,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,Broadband,PhilHealth + HMO,4,21.9,,7.8,0,0
PH-002981,2023,Region VII,Cebu,Female,34,Single,High School,10,Retired,Healthcare,6170.0,2,5,Shared/Rent-free,Bottled/Delivered,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,HMO Only,3,23.1,6.0,3.7,0,0
PH-002982,2020,Region III,Region III Province,Male,42,Married,College,16,Unemployed,None/Informal,0.0,6,1,Informal Settler,Piped/NAWASA,Shared Toilet,None,Both,PhilHealth Only,2,29.9,9.0,10.2,0,0
PH-002983,2018,Region VI,Region VI Province,Male,15,Single,College,17,Underemployed,None/Informal,14730.0,8,1,Rented,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,None,HMO Only,2,25.7,5.0,4.1,1,500
PH-002984,2022,CAR,CAR Province,Female,30,Widowed,Elementary,7,Unemployed,None/Informal,,3,3,Shared/Rent-free,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth + HMO,4,25.6,12.0,10.1,0,0
PH-002985,2022,Region IV-A,Cavite,Female,25,Single,High School,12,Employed,Retail/Trade,16956.0,4,0,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Broadband,PhilHealth Only,2,22.3,18.0,3.3,0,0
PH-002986,2018,Region XI,Davao del Norte,Male,32,Widowed,College,16,Employed,Transport/Logistics,68556.0,5,3,Owned - Concrete,Piped/NAWASA,Pit Latrine,Solar,None,None,3,21.7,0.0,5.6,1,500
PH-002987,2023,CAR,CAR Province,Female,25,Live-in,Elementary,5,Employed,Agriculture/Fishing,15060.0,3,4,Owned - Light Materials,Communal Faucet,None,Meralco/Electric Coop,Mobile Data Only,HMO Only,5,,5.0,3.8,0,0
PH-002988,2018,CARAGA,CARAGA Province,Male,40,Separated/Annulled,College,18,Unemployed,None/Informal,0.0,8,1,Owned - Concrete,Communal Faucet,Water-sealed/Flush,None,Broadband,None,1,27.3,12.0,0.9,1,1000
PH-002989,2018,Region VII,Negros Oriental,Female,37,Single,High School,12,Employed,Retail/Trade,31911.0,4,0,Shared/Rent-free,Communal Faucet,Water-sealed/Flush,Solar,Both,PhilHealth Only,4,22.8,0.0,1.1,0,0
PH-002990,2019,NCR,Metro Manila,Female,50,Live-in,High School,9,Student,None/Informal,0.0,5,2,Rented,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,None,HMO Only,3,22.3,,0.9,1,1000
PH-002991,2019,NCR,Metro Manila,Female,15,Live-in,High School,9,Employed,Construction,15652.0,4,3,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,None,HMO Only,2,27.8,14.0,2.0,1,1000
PH-002992,2020,Region XII,Region XII Province,Male,40,Live-in,Vocational/Tech,13,Self-Employed,Manufacturing,24516.0,3,3,Informal Settler,Shallow Well,Water-sealed/Flush,Meralco/Electric Coop,Both,None,4,25.9,18.0,0.4,0,0
PH-002993,2021,Region I,Pangasinan,Male,21,Widowed,High School,10,Student,None/Informal,0.0,6,2,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,Generator,Broadband,None,5,24.4,5.0,4.4,1,1500
PH-002994,2019,Region VII,Siquijor,Female,16,Married,High School,9,Retired,Agriculture/Fishing,,6,3,Owned - Concrete,Piped/NAWASA,None,Meralco/Electric Coop,None,PhilHealth Only,4,17.3,6.0,1.3,0,0
PH-002995,2022,Region X,Region X Province,Male,49,Single,No Formal Education,0,Employed,Healthcare,17150.0,2,2,Owned - Concrete,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,None,None,2,30.7,,0.8,0,0
PH-002996,2023,Region III,Region III Province,Female,15,Live-in,College,18,Employed,Agriculture/Fishing,23897.0,3,0,Shared/Rent-free,Piped/NAWASA,Shared Toilet,Meralco/Electric Coop,Broadband,PhilHealth Only,4,27.3,7.0,9.1,1,1500
PH-002997,2018,Region XI,Davao del Sur,Female,42,Married,Vocational/Tech,12,Underemployed,Government,8853.0,2,3,Informal Settler,River/Rain,None,None,Mobile Data Only,PhilHealth + HMO,3,25.2,3.0,6.8,0,0
PH-002998,2020,Region XII,Region XII Province,Female,25,Single,College,17,Underemployed,Manufacturing,-999.0,7,1,Owned - Light Materials,Bottled/Delivered,Pit Latrine,Meralco/Electric Coop,None,HMO Only,1,20.1,15.0,5.8,0,0
PH-002999,2021,Region X,Region X Province,Female,33,Single,High School,12,Employed,Retail/Trade,17935.0,5,0,Owned - Concrete,Piped/NAWASA,None,Meralco/Electric Coop,None,PhilHealth + HMO,3,21.4,,3.1,0,0
PH-003000,2021,Region II,Region II Province,Female,30,Married,Postgraduate,17,Unemployed,None/Informal,0.0,4,2,Shared/Rent-free,River/Rain,Water-sealed/Flush,None,None,PhilHealth + HMO,1,21.1,9.0,9.5,0,0
PH-003001,2018,Region XII,Region XII Province,Male,22,Widowed,High School,11,Retired,Education,10563.0,7,0,Rented,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Both,PhilHealth + HMO,3,21.1,5.0,2.6,0,0
PH-003002,2022,NCR,Metro Manila,Male,26,Married,College,16,Student,None/Informal,0.0,9,3,Owned - Concrete,Deep Well,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,5,,,1.5,0,0
PH-003003,2021,Region IV-A,Rizal,Female,47,Married,College,18,Retired,Retail/Trade,7034.0,6,3,Owned - Light Materials,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,5,22.7,5.0,3.9,1,1000
PH-003004,2023,BARMM,Tawi-Tawi,Female,52,Live-in,Postgraduate,18,Student,None/Informal,0.0,1,0,Shared/Rent-free,Piped/NAWASA,Pit Latrine,Meralco/Electric Coop,None,PhilHealth + HMO,4,22.6,8.0,18.6,0,0
PH-003005,2022,Region XII,Region XII Province,Female,28,Separated/Annulled,Vocational/Tech,11,Self-Employed,Retail/Trade,7912.0,8,0,Informal Settler,Communal Faucet,Shared Toilet,Meralco/Electric Coop,Mobile Data Only,None,2,29.1,6.0,4.8,0,0
PH-003006,2021,Region IV-A,Laguna,Male,40,Separated/Annulled,Postgraduate,20,Retired,Manufacturing,15266.0,4,4,Owned - Light Materials,River/Rain,Shared Toilet,Meralco/Electric Coop,Both,PhilHealth Only,1,27.7,4.0,9.1,1,1500
PH-003007,2022,CARAGA,CARAGA Province,Female,36,Widowed,Vocational/Tech,14,Self-Employed,None/Informal,16256.0,5,3,Owned - Concrete,Piped/NAWASA,Shared Toilet,None,Mobile Data Only,PhilHealth Only,3,20.2,5.0,12.0,0,0
PH-003008,2019,Region X,Region X Province,Male,34,Single,High School,12,Unemployed,None/Informal,,6,0,Informal Settler,Shallow Well,Water-sealed/Flush,Meralco/Electric Coop,Broadband,None,4,,,2.8,0,0
PH-003009,2022,Region XII,Region XII Province,Male,32,Widowed,High School,12,Employed,Manufacturing,2805.0,3,0,Owned - Concrete,Bottled/Delivered,Pit Latrine,Meralco/Electric Coop,None,PhilHealth + HMO,4,21.1,6.0,9.6,0,0
PH-003010,2018,Region III,Region III Province,Male,46,Married,High School,12,Employed,Transport/Logistics,41829.0,3,2,Owned - Light Materials,Shallow Well,Water-sealed/Flush,None,None,None,2,,10.0,3.2,0,0
PH-003011,2018,Region IV-A,Batangas,Male,52,Widowed,College,15,Unemployed,None/Informal,,4,3,Owned - Concrete,Piped/NAWASA,None,Meralco/Electric Coop,Mobile Data Only,PhilHealth + HMO,5,28.8,0.0,6.3,0,0
PH-003012,2019,CAR,CAR Province,Male,45,Live-in,High School,12,Underemployed,Healthcare,20867.0,2,1,Owned - Concrete,Communal Faucet,Shared Toilet,Meralco/Electric Coop,None,None,3,21.3,6.0,23.0,1,2000
PH-003013,2018,Region III,Region III Province,Female,34,Live-in,College,15,Unemployed,None/Informal,0.0,3,0,Owned - Light Materials,Piped/NAWASA,Water-sealed/Flush,Meralco/Electric Coop,Mobile Data Only,PhilHealth Only,4,18.9,6.0,6.0,0,0
