transaction_id,order_date,year,month,quarter,store_id,store_format,region,sales_channel,employee_id,customer_id,customer_segment,category,subcategory,product_id,supplier,base_price_php,unit_cost_php,discount_pct,selling_price_php,quantity_sold,gross_revenue_php,cogs_php,gross_profit_php,gross_margin_pct,shipping_cost_php,delivery_days,promo_type,payment_method,return_flag,return_reason,stock_level,reorder_point,stockout_flag,customer_rating,nps_score,loyalty_points_earned,marketing_spend_php
TXN-103102,2023-10-30,2023,10,Q4,STR-112,Online,NCR,Mobile App,EMP-1016,CUST-19667,Regular,Home & Living,Bedding,PRD-1004,Supplier_O,499.87,363.1,15,424.89,2,424.89,363.1,61.79,14.54,154.15,7,Percent Discount,Bank Transfer,0,None,40,66,1,4.5,1.0,4,43.18
TXN-103103,2024-10-21,2024,10,Q4,STR-105,Superstore,Batangas,Third-Party Platform,EMP-1015,CUST-19063,At-Risk,Groceries,Produce,PRD-1171,Supplier_A,4477.14,2658.43,0,4477.14,5,17908.56,10633.72,7274.84,40.62,147.04,7,None,Maya,0,None,63,67,1,2.6,6.0,179,28.85
TXN-103104,2022-04-23,2022,4,Q2,STR-102,Express,Pampanga,In-Store,EMP-1080,CUST-19483,Regular,Beauty & Health,Skincare,PRD-1178,Supplier_M,780.41,357.49,0,780.41,1,780.41,357.49,422.92,54.19,0.0,0,Loyalty Points,BuyNow PayLater,0,None,287,77,0,3.1,1.0,7,5.29
TXN-103105,2022-07-08,2022,7,Q3,STR-112,Kiosk,Laguna,In-Store,EMP-1087,CUST-18765,Regular,Apparel,Outerwear,PRD-1067,Supplier_K,209.84,155.56,0,209.84,9,1888.56,1400.04,488.52,25.87,0.0,0,None,Credit Card,0,None,69,71,1,2.0,5.0,18,138.02
TXN-103106,2023-01-15,2023,1,Q1,STR-106,Online,Davao,In-Store,EMP-1074,CUST-18873,Regular,Home & Living,Lighting,PRD-1053,Supplier_B,261.0,168.07,30,182.7,1,182.7,168.07,14.63,8.01,0.0,0,Flash Sale,BuyNow PayLater,0,None,188,66,0,3.8,6.0,1,53.42
TXN-103107,2023-02-28,2023,2,Q1,STR-110,Superstore,Batangas,In-Store,EMP-1078,CUST-10309,Regular,Groceries,Dairy,PRD-1034,Supplier_I,3205.3,2016.89,0,3205.3,2,6410.6,4033.78,2376.82,37.08,0.0,0,None,GCash,0,None,214,77,0,4.1,,64,178.94
TXN-103108,2022-02-23,2022,2,Q1,STR-106,Express,Cebu,In-Store,EMP-1071,CUST-19142,At-Risk,Sports,Fitness,PRD-1022,Supplier_O,439.18,255.66,30,307.43,1,307.43,255.66,51.77,16.84,0.0,0,Percent Discount,GCash,1,Late Delivery,207,34,0,3.9,,3,260.18
TXN-103109,2022-08-20,2022,8,Q3,STR-100,Superstore,Laguna,In-Store,EMP-1024,CUST-12994,New,Groceries,Dairy,PRD-1143,Supplier_H,3175.5,1834.02,0,3175.5,1,3175.5,1834.02,1341.48,42.24,0.0,0,None,Cash,0,None,424,41,0,3.6,,31,20.81
TXN-103110,2024-05-30,2024,5,Q2,STR-102,Express,Batangas,Third-Party Platform,EMP-1068,CUST-14926,New,Beauty & Health,Pharmacy,PRD-1119,Supplier_N,3601.28,1880.05,50,1800.64,1,1800.64,1880.05,-79.41,-4.41,185.54,7,Flash Sale,BuyNow PayLater,0,None,353,45,0,3.3,,18,146.74
TXN-103111,2023-07-18,2023,7,Q3,STR-104,Express,NCR,Website,EMP-1077,CUST-18992,Churned,Groceries,Frozen,PRD-1193,Supplier_I,765.38,549.57,50,382.69,3,1148.07,1648.71,-500.64,-43.61,117.1,5,Flash Sale,GCash,0,None,205,44,0,3.0,10.0,11,12.81
TXN-103112,2024-06-26,2024,6,Q2,STR-102,Superstore,Davao,Mobile App,EMP-1046,CUST-13044,Regular,Electronics,Audio,PRD-1060,Supplier_A,6601.8,4111.52,30,4621.26,5,23106.3,20557.6,2548.7,11.03,294.11,7,Flash Sale,GCash,0,None,492,22,0,3.8,1.0,231,92.91
TXN-103113,2022-03-06,2022,3,Q1,STR-102,Kiosk,NCR,Website,EMP-1072,CUST-13667,New,Home & Living,Furniture,PRD-1070,Supplier_B,1413.75,962.08,30,989.62,1,989.62,962.08,27.54,2.78,198.8,5,Percent Discount,Bank Transfer,0,None,197,32,0,3.1,,9,109.11
TXN-103114,2024-06-08,2024,6,Q2,STR-113,Kiosk,Davao,Third-Party Platform,EMP-1004,CUST-14795,Regular,Sports,Equipment,PRD-1146,Supplier_N,883.75,582.16,0,883.75,7,6186.25,4075.12,2111.13,34.13,160.56,7,None,Credit Card,0,None,61,80,1,4.6,,61,60.46
TXN-103115,2023-03-04,2023,3,Q1,STR-104,Superstore,Cebu,Website,EMP-1019,CUST-10742,New,Beauty & Health,Personal Care,PRD-1114,Supplier_M,152.36,102.6,20,121.89,3,365.67,307.8,57.87,15.83,152.35,2,Percent Discount,Bank Transfer,0,None,274,67,0,4.1,,3,489.34
TXN-103116,2023-05-31,2023,5,Q2,STR-102,Express,NCR,Third-Party Platform,EMP-1032,CUST-10965,Regular,Apparel,Footwear,PRD-1173,Supplier_O,2019.89,1220.59,20,1615.91,5,8079.55,6102.95,1976.6,24.46,251.27,10,Percent Discount,GCash,0,None,101,55,0,3.9,,80,26.42
TXN-103117,2024-12-17,2024,12,Q4,STR-115,Superstore,Pampanga,In-Store,EMP-1073,,Regular,Home & Living,Furniture,PRD-1061,Supplier_F,2377.88,1617.61,50,1188.94,16,16645.16,22646.54,-6001.38,-36.05,0.0,0,Flash Sale,BuyNow PayLater,0,None,251,51,0,3.8,1.0,166,99.9
TXN-103118,2023-06-10,2023,6,Q2,STR-110,Express,Pampanga,In-Store,EMP-1075,,Churned,Apparel,Footwear,PRD-1053,Supplier_L,2172.4,1446.84,50,1086.2,2,2172.4,2893.68,-721.28,-33.2,0.0,0,Flash Sale,Cash,0,None,89,71,0,2.1,6.0,21,453.99
TXN-103119,2022-01-13,2022,1,Q1,STR-107,Superstore,Batangas,Mobile App,EMP-1005,CUST-13790,Regular,Apparel,Footwear,PRD-1017,Supplier_K,2006.54,1118.68,50,1003.27,5,5016.35,5593.4,-577.05,-11.5,162.73,3,Buy1Get1,Cash,0,None,186,29,0,5.0,,50,71.83
TXN-103120,2024-09-12,2024,9,Q3,STR-116,Kiosk,Cagayan de Oro,Third-Party Platform,EMP-1029,CUST-16943,Regular,Groceries,Dairy,PRD-1136,Supplier_D,1138.48,601.94,0,1138.48,5,5692.4,3009.7,2682.7,47.13,59.19,3,Bundle Deal,Cash,0,None,249,55,0,3.3,,56,244.38
TXN-103121,2024-02-19,2024,2,Q1,STR-116,Superstore,Iloilo,Website,EMP-1063,CUST-15744,Regular,Apparel,Bottoms,PRD-1162,Supplier_A,597.91,386.74,40,358.75,3,1076.25,1160.22,-83.97,-7.8,235.53,3,Flash Sale,Credit Card,0,None,158,71,0,3.8,1.0,10,163.85
TXN-103122,2023-07-12,2023,7,Q3,STR-118,Express,Iloilo,Third-Party Platform,EMP-1046,CUST-14367,Regular,Beauty & Health,Pharmacy,PRD-1108,Supplier_L,1277.4,941.98,25,958.05,4,3832.2,3767.92,64.28,1.68,91.22,3,Percent Discount,Cash,0,None,432,39,0,3.2,,38,5.24
TXN-103123,2023-09-10,2023,9,Q3,STR-101,Superstore,Pampanga,Mobile App,EMP-1050,CUST-14074,Regular,Groceries,Snacks,PRD-1050,Supplier_B,3799.08,2624.56,40,2279.45,1,2279.45,2624.56,-345.11,-15.14,111.36,14,Flash Sale,GCash,0,None,299,76,0,3.0,5.0,22,433.28
TXN-103124,2022-08-31,2022,8,Q3,STR-110,Online,Cagayan de Oro,Third-Party Platform,EMP-1051,CUST-17729,Churned,Apparel,Footwear,PRD-1038,Supplier_F,1042.8,624.8,20,834.24,2,1668.48,1249.6,418.88,25.11,201.24,2,Percent Discount,BuyNow PayLater,0,None,156,66,0,4.7,2.0,16,56.36
TXN-103125,2024-01-05,2024,1,Q1,STR-109,Superstore,Batangas,Third-Party Platform,EMP-1052,CUST-19254,VIP,Apparel,Footwear,PRD-1101,Supplier_E,1723.85,883.8,25,1292.89,2,2585.78,1767.6,818.18,31.64,171.99,5,Percent Discount,Maya,0,None,416,45,0,3.6,,51,73.97
TXN-103126,2023-12-04,2023,12,Q4,STR-114,Online,Davao,Mobile App,EMP-1010,CUST-11668,VIP,Apparel,Footwear,PRD-1184,Supplier_A,1413.74,804.62,0,1413.74,4,1413.74,804.62,609.12,43.09,174.19,14,Bundle Deal,GCash,0,None,188,66,0,4.2,10.0,28,1060.91
TXN-103127,2022-09-16,2022,9,Q3,STR-110,Superstore,Davao,Website,EMP-1028,CUST-19269,VIP,Electronics,Laptops,PRD-1055,Supplier_M,5930.27,4017.74,0,5930.27,1,5930.27,4017.74,1912.53,32.25,280.82,7,None,BuyNow PayLater,0,None,305,70,0,4.1,,118,66.69
TXN-103128,2023-04-28,2023,4,Q2,STR-100,Express,Davao,Mobile App,EMP-1010,CUST-12418,VIP,Home & Living,Decor,PRD-1050,Supplier_J,4501.7,2288.82,30,3151.19,2,6302.38,4577.64,1724.74,27.37,293.81,10,Flash Sale,Bank Transfer,0,None,162,40,0,5.0,6.0,126,460.8
TXN-103129,2022-07-03,2022,7,Q3,STR-119,Express,Cagayan de Oro,Mobile App,EMP-1033,CUST-18924,New,Toys & Games,Puzzles,PRD-1058,Supplier_M,2623.49,1352.0,0,2623.49,7,18364.43,9464.0,8900.43,48.47,239.51,5,None,BuyNow PayLater,0,None,128,22,0,3.9,,183,12.66
TXN-103130,2023-01-08,2023,1,Q1,STR-118,Superstore,Cebu,In-Store,EMP-1067,,Regular,Automotive,Parts,PRD-1190,Supplier_D,1781.06,1032.59,20,1424.85,1,1424.85,1032.59,392.26,27.53,0.0,0,Percent Discount,Bank Transfer,0,None,47,45,0,2.2,,14,416.09
TXN-103131,2024-10-07,2024,10,Q4,STR-109,Kiosk,Davao,Mobile App,EMP-1028,CUST-19419,New,Home & Living,Lighting,PRD-1024,Supplier_O,10051.65,5829.91,0,10051.65,2,10051.65,5829.91,4221.74,42.0,80.61,5,None,GCash,0,None,38,38,0,3.9,3.0,100,95.3
TXN-103132,2023-10-03,2023,10,Q4,STR-113,Online,Pampanga,Mobile App,EMP-1007,CUST-13501,Regular,Automotive,Tools,PRD-1132,Supplier_D,7719.07,4985.72,0,7719.07,5,23157.21,14957.16,8200.05,35.41,281.58,3,Bundle Deal,Bank Transfer,0,None,346,65,0,3.5,8.0,231,209.02
TXN-103133,2024-06-14,2024,6,Q2,STR-115,Superstore,Batangas,Third-Party Platform,EMP-1041,CUST-16515,Regular,Automotive,Tools,PRD-1062,Supplier_D,4049.23,2298.5,0,4049.23,3,12147.69,6895.5,5252.19,43.24,56.63,1,Loyalty Points,Maya,0,None,352,49,0,4.2,10.0,121,22.38
TXN-103134,2022-08-22,2022,8,Q3,STR-116,Online,Davao,Mobile App,EMP-1017,CUST-10530,Regular,Apparel,Accessories,PRD-1143,Supplier_D,5070.93,2397.58,50,2535.47,1,2535.47,2397.58,137.89,5.44,265.92,14,Buy1Get1,Cash,1,Wrong Item,78,36,0,3.8,,25,186.2
TXN-103135,2023-08-09,2023,8,Q3,STR-110,Online,Laguna,Mobile App,EMP-1094,CUST-19916,At-Risk,Sports,Outdoors,PRD-1092,Supplier_G,773.43,393.17,0,773.43,1,773.43,393.17,380.26,49.17,74.08,2,None,Credit Card,1,Wrong Item,473,34,0,1.8,,7,14.74
TXN-103136,2024-09-25,2024,9,Q3,STR-111,Superstore,Davao,In-Store,EMP-1079,CUST-16239,VIP,Apparel,Tops,PRD-1075,Supplier_M,192.7,135.34,0,192.7,9,1734.3,1218.06,516.24,29.77,0.0,0,None,Cash,0,None,118,41,0,,,34,44.01
TXN-103137,2024-08-24,2024,8,Q3,STR-101,Online,Iloilo,Website,EMP-1029,CUST-17387,Regular,Sports,Footwear,PRD-1042,Supplier_A,5062.26,2706.72,0,5062.26,8,40498.08,21653.76,18844.32,46.53,179.16,14,None,Bank Transfer,0,None,187,48,0,3.6,0.0,404,7.66
TXN-103138,2022-07-14,2022,7,Q3,STR-101,Superstore,Iloilo,In-Store,EMP-1042,CUST-14763,Regular,Sports,Footwear,PRD-1065,Supplier_O,5535.24,2595.38,50,2767.62,1,2767.62,2595.38,172.24,6.22,0.0,0,Flash Sale,Maya,0,None,491,46,0,3.5,3.0,27,374.5
TXN-103139,2022-06-29,2022,6,Q2,STR-104,Express,Batangas,Website,EMP-1024,CUST-13426,Regular,Toys & Games,Outdoor Toys,PRD-1129,Supplier_A,3152.41,1763.33,0,3152.41,1,3152.41,1763.33,1389.08,44.06,288.89,10,Bundle Deal,GCash,0,None,300,36,0,3.6,2.0,31,71.03
TXN-103140,2023-07-30,2023,7,Q3,STR-113,Kiosk,Davao,In-Store,EMP-1067,CUST-18884,At-Risk,Apparel,Tops,PRD-1063,Supplier_E,346.47,177.21,50,173.24,4,692.96,708.84,-15.88,-2.29,0.0,0,Buy1Get1,GCash,0,None,223,79,0,4.2,3.0,6,39.49
TXN-103141,2022-01-29,2022,1,Q1,STR-116,Online,Batangas,Mobile App,EMP-1075,CUST-13662,VIP,Apparel,Outerwear,PRD-1069,Supplier_J,2569.72,1803.56,0,2569.72,1,2569.72,1803.56,766.16,29.81,147.64,3,None,Debit Card,1,Late Delivery,397,70,0,4.2,,51,17.52
TXN-103142,2023-12-24,2023,12,Q4,STR-118,Kiosk,Cagayan de Oro,Third-Party Platform,EMP-1002,CUST-10764,Regular,Beauty & Health,Supplements,PRD-1115,Supplier_B,1802.42,943.97,30,1261.69,3,1261.69,943.97,317.72,25.18,196.33,5,Flash Sale,GCash,0,None,1,80,1,4.0,,12,268.61
TXN-103143,2024-02-20,2024,2,Q1,STR-107,Superstore,Cagayan de Oro,In-Store,EMP-1053,CUST-10417,Regular,Beauty & Health,Supplements,PRD-1088,Supplier_E,3444.06,1918.14,25,2583.05,4,10332.2,7672.56,2659.64,25.74,0.0,0,Percent Discount,Debit Card,0,None,29,47,1,4.1,,103,31.91
TXN-103144,2023-04-16,2023,4,Q2,STR-116,Online,Cagayan de Oro,Mobile App,EMP-1036,CUST-13524,New,Home & Living,Decor,PRD-1152,Supplier_B,960.75,463.36,0,960.75,1,960.75,463.36,497.39,51.77,66.95,2,None,Credit Card,0,None,214,28,0,3.2,4.0,9,40.53
TXN-103145,2022-11-26,2022,11,Q4,STR-118,Express,Davao,Mobile App,EMP-1038,CUST-16237,VIP,Electronics,Mobile Phones,PRD-1071,Supplier_C,1552.93,918.55,50,776.47,4,776.47,918.55,-142.08,-18.3,168.22,1,Flash Sale,Bank Transfer,0,None,141,36,0,4.7,3.0,15,220.24
TXN-103146,2024-10-06,2024,10,Q4,STR-114,Superstore,Iloilo,Mobile App,EMP-1048,CUST-18515,Regular,Beauty & Health,Haircare,PRD-1168,Supplier_O,1979.68,914.8,25,1484.76,5,2969.52,1829.6,1139.92,38.39,262.71,2,Percent Discount,Credit Card,0,None,121,74,0,4.6,4.0,29,25.22
TXN-103147,2024-09-30,2024,9,Q3,STR-111,Superstore,Iloilo,Third-Party Platform,EMP-1045,CUST-13934,New,Toys & Games,Action Figures,PRD-1095,Supplier_K,593.1,444.62,50,296.55,14,4151.7,6224.68,-2072.98,-49.93,216.61,3,Buy1Get1,GCash,0,None,108,51,0,3.3,2.0,41,213.81
TXN-103148,2023-11-18,2023,11,Q4,STR-117,Kiosk,Laguna,Website,EMP-1036,CUST-17755,Regular,Electronics,Laptops,PRD-1168,Supplier_M,4012.41,1822.49,10,3611.17,4,3611.17,1822.49,1788.68,49.53,213.88,14,Percent Discount,Bank Transfer,0,None,114,36,0,3.6,1.0,36,326.05
TXN-103149,2024-06-07,2024,6,Q2,STR-108,Online,Cebu,Website,EMP-1017,CUST-12187,Regular,Sports,Equipment,PRD-1005,Supplier_K,3967.33,1901.89,50,1983.66,2,3967.32,3803.78,163.54,4.12,238.32,5,Buy1Get1,Debit Card,0,None,86,48,0,2.6,,39,167.79
TXN-103150,2024-12-08,2024,12,Q4,STR-118,Superstore,Davao,In-Store,EMP-1053,CUST-16747,Churned,Apparel,Tops,PRD-1094,Supplier_B,1381.77,1006.44,0,1381.77,8,6908.85,5032.2,1876.65,27.16,0.0,0,None,Debit Card,0,None,311,25,0,2.6,0.0,69,1.84
TXN-103151,2024-08-15,2024,8,Q3,STR-119,Express,Cebu,Mobile App,EMP-1036,CUST-18394,New,Groceries,Frozen,PRD-1085,Supplier_J,1358.85,612.09,10,1222.96,1,1222.96,612.09,610.87,49.95,208.79,3,Percent Discount,Cash,1,Changed Mind,335,50,0,4.2,4.0,12,320.82
TXN-103152,2022-03-14,2022,3,Q1,STR-116,Express,Batangas,In-Store,EMP-1000,,Churned,Electronics,Mobile Phones,PRD-1147,Supplier_D,1923.96,1373.99,0,1923.96,1,1923.96,1373.99,549.97,28.59,0.0,0,Loyalty Points,Credit Card,0,None,427,29,0,,2.0,19,608.66
TXN-103153,2022-06-20,2022,6,Q2,STR-111,Online,Laguna,In-Store,EMP-1010,,New,Electronics,Cameras,PRD-1082,Supplier_D,1661.57,753.67,0,1661.57,15,24923.55,11305.05,13618.5,54.64,0.0,0,None,BuyNow PayLater,0,None,182,47,0,3.7,8.0,249,33.73
TXN-103154,2022-12-24,2022,12,Q4,STR-118,Superstore,Davao,Mobile App,EMP-1092,CUST-15444,New,Groceries,Snacks,PRD-1045,Supplier_K,1117.88,677.12,0,1117.88,5,2235.76,1354.24,881.52,39.43,262.68,5,None,Cash,0,None,414,77,0,4.6,8.0,22,115.44
TXN-103155,2022-07-05,2022,7,Q3,STR-115,Superstore,Cebu,Website,EMP-1004,CUST-12983,VIP,Toys & Games,Board Games,PRD-1136,Supplier_F,4887.47,2699.03,40,2932.48,2,5864.96,5398.06,466.9,7.96,121.27,7,Flash Sale,Credit Card,0,None,104,61,0,4.0,,117,54.85
TXN-103156,2022-04-17,2022,4,Q2,STR-115,Kiosk,Cebu,Mobile App,EMP-1056,CUST-10926,At-Risk,Toys & Games,Puzzles,PRD-1103,Supplier_F,964.17,570.24,50,482.08,2,964.16,1140.48,-176.32,-18.29,80.32,5,Buy1Get1,Maya,0,None,186,60,0,3.3,3.0,9,465.38
TXN-103157,2022-04-06,2022,4,Q2,STR-111,Kiosk,Iloilo,In-Store,EMP-1059,CUST-15487,At-Risk,Apparel,Footwear,PRD-1196,Supplier_J,3211.73,1594.82,25,2408.8,3,7226.4,4784.46,2441.94,33.79,0.0,0,Percent Discount,GCash,0,None,400,43,0,4.7,,72,36.98
TXN-103158,2024-09-21,2024,9,Q3,STR-116,Superstore,Cebu,In-Store,EMP-1070,CUST-14433,Churned,Automotive,Tools,PRD-1168,Supplier_J,816.29,444.87,0,816.29,3,2448.87,1334.61,1114.26,45.5,0.0,0,None,Credit Card,0,None,10,24,1,2.6,9.0,24,141.75
TXN-103159,2024-08-12,2024,8,Q3,STR-102,Superstore,NCR,Third-Party Platform,EMP-1012,CUST-12927,Regular,Toys & Games,Educational,PRD-1001,Supplier_O,3196.52,1470.72,0,3196.52,2,6393.04,2941.44,3451.6,53.99,247.1,7,None,Credit Card,1,Wrong Item,249,73,0,2.7,,63,142.54
TXN-103160,2023-06-23,2023,6,Q2,STR-117,Express,Laguna,Third-Party Platform,EMP-1075,CUST-19597,Churned,Automotive,Parts,PRD-1179,Supplier_M,1038.6,530.38,50,519.3,4,2077.2,2121.52,-44.32,-2.13,88.67,2,Buy1Get1,Maya,0,None,139,64,0,1.8,7.0,20,101.3
TXN-103161,2022-07-08,2022,7,Q3,STR-110,Express,NCR,Third-Party Platform,EMP-1053,CUST-11851,Regular,Apparel,Outerwear,PRD-1163,Supplier_H,3441.94,1857.75,20,2753.55,1,2753.55,1857.75,895.8,32.53,225.7,3,Percent Discount,BuyNow PayLater,0,None,85,56,0,4.5,,27,167.57
TXN-103162,2023-06-29,2023,6,Q2,STR-104,Online,NCR,Mobile App,EMP-1014,CUST-19076,Regular,Home & Living,Furniture,PRD-1147,Supplier_I,2540.46,1315.45,25,1905.35,8,15242.8,10523.6,4719.2,30.96,237.46,10,Percent Discount,GCash,0,None,71,44,0,4.4,10.0,152,1.56
TXN-103163,2022-02-25,2022,2,Q1,STR-119,Kiosk,Cagayan de Oro,Third-Party Platform,EMP-1069,CUST-13564,At-Risk,Home & Living,Furniture,PRD-1109,Supplier_J,1051.23,681.54,40,630.74,4,2522.96,2726.16,-203.2,-8.05,135.08,7,Flash Sale,Maya,0,None,313,66,0,,,25,263.53
TXN-103164,2024-12-04,2024,12,Q4,STR-111,Superstore,Laguna,Mobile App,EMP-1008,CUST-14784,At-Risk,Apparel,Tops,PRD-1055,Supplier_O,679.67,504.36,20,543.74,6,2174.96,2017.44,157.52,7.24,96.97,7,Percent Discount,Credit Card,0,None,128,68,0,4.4,,21,71.92
TXN-103165,2023-10-29,2023,10,Q4,STR-104,Express,Cagayan de Oro,Mobile App,EMP-1065,CUST-18139,At-Risk,Toys & Games,Outdoor Toys,PRD-1169,Supplier_J,1459.03,889.05,30,1021.32,1,1021.32,889.05,132.27,12.95,281.84,10,Flash Sale,Cash,0,None,243,77,0,4.1,10.0,10,120.68
TXN-103166,2022-05-20,2022,5,Q2,STR-104,Superstore,Laguna,In-Store,EMP-1096,CUST-10727,New,Electronics,Audio,PRD-1030,Supplier_G,1990.56,1131.66,0,1990.56,19,37820.64,21501.54,16319.1,43.15,0.0,0,Bundle Deal,Cash,0,None,158,20,0,3.7,4.0,378,8.89
TXN-103167,2022-09-21,2022,9,Q3,STR-106,Express,Laguna,Mobile App,EMP-1045,CUST-10509,At-Risk,Home & Living,Lighting,PRD-1105,Supplier_M,203.74,134.37,0,203.74,1,203.74,134.37,69.37,34.05,175.15,7,None,Debit Card,0,None,442,34,0,3.3,9.0,2,26.71
TXN-103168,2024-05-09,2024,5,Q2,STR-110,Kiosk,NCR,Mobile App,EMP-1067,CUST-13556,Regular,Sports,Apparel,PRD-1139,Supplier_B,3514.62,2520.48,0,3514.62,2,7029.24,5040.96,1988.28,28.29,87.83,2,None,Bank Transfer,1,Wrong Item,411,76,0,2.8,0.0,70,24.73
TXN-103169,2022-09-26,2022,9,Q3,STR-109,Online,Batangas,In-Store,EMP-1072,CUST-10493,New,Groceries,Snacks,PRD-1188,Supplier_A,415.37,299.9,0,415.37,5,2076.85,1499.5,577.35,27.8,0.0,0,Loyalty Points,Maya,0,None,252,57,0,2.5,1.0,20,4.95
TXN-103170,2023-12-26,2023,12,Q4,STR-119,Superstore,Cagayan de Oro,Mobile App,EMP-1027,CUST-17681,Regular,Sports,Outdoors,PRD-1188,Supplier_C,728.27,543.6,15,619.03,2,619.03,543.6,75.43,12.19,160.78,3,Percent Discount,BuyNow PayLater,0,None,126,76,0,4.6,6.0,6,259.1
TXN-103171,2023-01-10,2023,1,Q1,STR-105,Superstore,NCR,Website,EMP-1080,CUST-18950,New,Toys & Games,Board Games,PRD-1167,Supplier_M,1843.81,1215.51,25,1382.86,2,2765.72,2431.02,334.7,12.1,64.33,2,Percent Discount,Cash,0,None,374,76,0,3.1,1.0,27,384.67
TXN-103172,2022-06-01,2022,6,Q2,STR-119,Superstore,Iloilo,Third-Party Platform,EMP-1052,CUST-18546,Churned,Home & Living,Decor,PRD-1037,Supplier_H,1943.2,1393.55,0,1943.2,5,9716.0,6967.75,2748.25,28.29,132.19,10,None,Debit Card,0,None,207,54,0,3.3,,97,101.47
TXN-103173,2023-01-21,2023,1,Q1,STR-114,Online,Cagayan de Oro,Third-Party Platform,EMP-1060,CUST-18301,Regular,Electronics,Laptops,PRD-1002,Supplier_E,5441.9,3536.17,0,5441.9,3,16325.7,10608.51,5717.19,35.02,80.94,10,Bundle Deal,GCash,0,None,219,32,0,4.1,7.0,163,248.94
TXN-103174,2023-05-11,2023,5,Q2,STR-119,Kiosk,Cebu,Mobile App,EMP-1008,CUST-17265,Churned,Groceries,Snacks,PRD-1031,Supplier_H,2155.22,1232.76,0,2155.22,2,4310.44,2465.52,1844.92,42.8,167.24,5,None,Bank Transfer,0,None,140,76,0,3.2,,43,24.29
TXN-103175,2022-12-01,2022,12,Q4,STR-109,Online,Pampanga,In-Store,EMP-1018,CUST-19170,At-Risk,Toys & Games,Board Games,PRD-1118,Supplier_D,974.83,726.23,0,974.83,2,1949.66,1452.46,497.2,25.5,0.0,0,Bundle Deal,GCash,1,Changed Mind,239,37,0,,7.0,19,209.49
TXN-103176,2023-11-25,2023,11,Q4,STR-107,Kiosk,Davao,Website,EMP-1092,CUST-19916,Regular,Apparel,Outerwear,PRD-1070,Supplier_F,1699.22,943.32,10,1529.3,4,3058.6,1886.64,1171.96,38.32,50.7,3,Percent Discount,BuyNow PayLater,0,None,372,62,0,3.8,9.0,30,565.29
TXN-103177,2024-01-16,2024,1,Q1,STR-117,Express,Cebu,Website,EMP-1046,CUST-10386,New,Automotive,Accessories,PRD-1089,Supplier_L,915.56,642.81,40,549.34,2,1098.68,1285.62,-186.94,-17.01,109.65,5,Flash Sale,Bank Transfer,0,None,325,61,0,3.7,9.0,10,55.34
TXN-103178,2024-01-28,2024,1,Q1,STR-113,Kiosk,NCR,Third-Party Platform,EMP-1058,CUST-14845,New,Automotive,Car Care,PRD-1166,Supplier_E,1002.13,481.88,0,1002.13,1,1002.13,481.88,520.25,51.91,237.06,3,Bundle Deal,Credit Card,1,Changed Mind,345,35,0,3.6,2.0,10,39.86
TXN-103179,2022-09-26,2022,9,Q3,STR-102,Superstore,Pampanga,Third-Party Platform,EMP-1064,CUST-19993,At-Risk,Groceries,Frozen,PRD-1033,Supplier_C,1571.17,949.82,5,1492.61,9,13433.49,8548.38,4885.11,36.37,89.32,5,Percent Discount,GCash,0,None,216,49,0,3.5,5.0,134,274.77
TXN-103180,2023-06-18,2023,6,Q2,STR-103,Superstore,Davao,Third-Party Platform,EMP-1032,CUST-14143,Regular,Home & Living,Decor,PRD-1155,Supplier_E,8384.76,4749.86,0,8384.76,12,100617.12,56998.32,43618.8,43.35,181.11,2,Loyalty Points,Bank Transfer,0,None,211,72,0,,0.0,1006,122.97
TXN-103181,2023-06-06,2023,6,Q2,STR-117,Superstore,Cebu,Third-Party Platform,EMP-1013,CUST-19740,Regular,Toys & Games,Educational,PRD-1180,Supplier_F,2280.47,1683.14,0,2280.47,4,9121.88,6732.56,2389.32,26.19,226.73,3,Loyalty Points,BuyNow PayLater,0,None,202,21,0,3.2,10.0,91,55.94
TXN-103182,2023-02-28,2023,2,Q1,STR-109,Superstore,Davao,Website,EMP-1069,CUST-10086,Regular,Electronics,Accessories,PRD-1089,Supplier_F,1491.73,705.37,15,1267.97,4,5071.88,2821.48,2250.4,44.37,148.46,5,Percent Discount,Cash,0,None,364,77,0,3.6,,50,81.46
TXN-103183,2022-11-29,2022,11,Q4,STR-101,Kiosk,Batangas,Mobile App,EMP-1032,CUST-11522,Regular,Sports,Equipment,PRD-1126,Supplier_M,579.53,414.2,0,579.53,1,579.53,414.2,165.33,28.53,122.31,3,None,Cash,0,None,3,74,1,3.5,,5,60.22
TXN-103184,2023-08-20,2023,8,Q3,STR-101,Express,Davao,Website,EMP-1095,CUST-12640,At-Risk,Toys & Games,Educational,PRD-1130,Supplier_O,210.06,101.73,0,210.06,3,630.18,305.19,324.99,51.57,257.99,10,None,Cash,0,None,336,35,0,3.3,7.0,6,44.51
TXN-103185,2022-04-16,2022,4,Q2,STR-105,Express,Iloilo,In-Store,EMP-1078,CUST-16547,Churned,Sports,Outdoors,PRD-1055,Supplier_M,8768.86,4364.58,50,4384.43,6,26306.58,26187.48,119.1,0.45,0.0,0,Buy1Get1,BuyNow PayLater,0,None,313,73,0,2.5,4.0,263,114.03
